filepath,size_MB,resolution,num_frames,class,label_content,type,split
train/t bar row/t bar row_11.mp4,3.24,1280x720,124,t bar row,frame_000000 frame_000123,video,train
train/t bar row/t bar row_14.mp4,3.83,1280x720,139,t bar row,frame_000000 frame_000138,video,train
train/t bar row/t bar row_15.mp4,4.06,1280x720,142,t bar row,frame_000000 frame_000141,video,train
train/t bar row/t bar row_16.mp4,11.01,1280x720,480,t bar row,frame_000000 frame_000479,video,train
train/t bar row/t bar row_17.mp4,8.52,1280x720,390,t bar row,frame_000000 frame_000389,video,train
train/t bar row/t bar row_19.mp4,12.71,1280x720,558,t bar row,frame_000000 frame_000557,video,train
train/t bar row/t bar row_2.MOV,36.11,1920x1080,514,t bar row,frame_000000 frame_000482,video,train
train/t bar row/t bar row_20.mp4,16.71,1280x720,752,t bar row,frame_000000 frame_000751,video,train
train/t bar row/t bar row_21.mp4,9.73,1280x720,423,t bar row,frame_000000 frame_000422,video,train
train/t bar row/t bar row_3.MOV,28.82,1920x1080,414,t bar row,frame_000055 frame_000400,video,train
train/t bar row/t bar row_5.MOV,30.81,1920x1080,445,t bar row,frame_000061 frame_000444,video,train
train/t bar row/t bar row_6.MOV,27.97,1920x1080,404,t bar row,frame_000000 frame_000403,video,train
train/t bar row/t bar row_8.mp4,4.03,1280x720,142,t bar row,frame_000000 frame_000141,video,train
train/t bar row/t_bar_row_22.webm,2.77,596x336,1626,t bar row,frame_000180 frame_000571; frame_000572 frame_000864; frame_000865 frame_001237; frame_001238 frame_001625,video,train
train/t bar row/t_bar_row_24.webm,0.48,504x900,384,t bar row,frame_000000 frame_000383,video,train
train/t bar row/t_bar_row_27.mp4,5.07,854x480,1411,t bar row,frame_000465 frame_000649; frame_000650 frame_000779; frame_000780 frame_001274,video,train
train/t bar row/t_bar_row_30.mp4,2.16,854x480,369,t bar row,frame_000000 frame_000360,video,train
train/t bar row/t_bar_row_31.mp4,2.04,640x360,1106,t bar row,frame_000401 frame_000840,video,train
train/tricep Pushdown/tricep pushdown_1.mp4,0.32,1920x1080,79,tricep Pushdown,frame_000000 frame_000078,video,train
train/tricep Pushdown/tricep pushdown_10.mp4,0.37,1920x1080,90,tricep Pushdown,frame_000000 frame_000089,video,train
train/tricep Pushdown/tricep pushdown_11.mp4,0.38,1920x1080,91,tricep Pushdown,frame_000000 frame_000090,video,train
train/tricep Pushdown/tricep pushdown_13.mp4,0.27,1920x1080,65,tricep Pushdown,frame_000000 frame_000064,video,train
train/tricep Pushdown/tricep pushdown_14.mp4,0.21,1920x1080,52,tricep Pushdown,frame_000000 frame_000051,video,train
train/tricep Pushdown/tricep pushdown_16.mp4,0.35,1920x1080,87,tricep Pushdown,frame_000000 frame_000086,video,train
train/tricep Pushdown/tricep pushdown_17.mp4,0.3,1920x1080,74,tricep Pushdown,frame_000000 frame_000073,video,train
train/tricep Pushdown/tricep pushdown_18.mp4,0.37,1920x1080,91,tricep Pushdown,frame_000000 frame_000090,video,train
train/tricep Pushdown/tricep pushdown_2.mp4,0.32,1920x1080,77,tricep Pushdown,frame_000000 frame_000076,video,train
train/tricep Pushdown/tricep pushdown_20.mp4,0.24,1920x1080,57,tricep Pushdown,frame_000000 frame_000056,video,train
train/tricep Pushdown/tricep pushdown_24.mp4,0.35,1920x1080,87,tricep Pushdown,frame_000000 frame_000086,video,train
train/tricep Pushdown/tricep pushdown_25.mp4,0.29,1920x1080,70,tricep Pushdown,frame_000000 frame_000069,video,train
train/tricep Pushdown/tricep pushdown_26.mp4,0.3,1920x1080,74,tricep Pushdown,frame_000000 frame_000073,video,train
train/tricep Pushdown/tricep pushdown_28.mp4,0.37,1920x1080,90,tricep Pushdown,frame_000000 frame_000089,video,train
train/tricep Pushdown/tricep pushdown_29.mp4,0.34,1920x1080,83,tricep Pushdown,frame_000000 frame_000082,video,train
train/tricep Pushdown/tricep pushdown_3.mp4,0.27,1920x1080,66,tricep Pushdown,frame_000000 frame_000065,video,train
train/tricep Pushdown/tricep pushdown_30.mp4,0.37,1920x1080,91,tricep Pushdown,frame_000000 frame_000090,video,train
train/tricep Pushdown/tricep pushdown_32.mp4,0.35,1920x1080,85,tricep Pushdown,frame_000000 frame_000084,video,train
train/tricep Pushdown/tricep pushdown_36.mp4,0.23,1920x1080,55,tricep Pushdown,frame_000000 frame_000054,video,train
train/tricep Pushdown/tricep pushdown_37.mp4,0.17,1920x1080,41,tricep Pushdown,frame_000000 frame_000040,video,train
train/tricep Pushdown/tricep pushdown_39.mp4,4.3,1280x720,209,tricep Pushdown,frame_000000 frame_000208,video,train
train/tricep Pushdown/tricep pushdown_40.mp4,9.0,1280x720,426,tricep Pushdown,frame_000000 frame_000425,video,train
train/tricep Pushdown/tricep pushdown_47.mp4,1.78,1280x720,99,tricep Pushdown,frame_000000 frame_000098,video,train
train/tricep Pushdown/tricep pushdown_48.mp4,5.86,1280x720,257,tricep Pushdown,frame_000000 frame_000256,video,train
train/tricep Pushdown/tricep pushdown_49.mp4,9.66,1280x720,468,tricep Pushdown,frame_000000 frame_000467,video,train
train/tricep Pushdown/tricep pushdown_50.mp4,4.35,1280x720,192,tricep Pushdown,frame_000000 frame_000191,video,train
train/tricep Pushdown/tricep pushdown_6.mp4,0.29,1920x1080,70,tricep Pushdown,frame_000000 frame_000069,video,train
train/tricep Pushdown/tricep pushdown_7.mp4,0.37,1920x1080,90,tricep Pushdown,frame_000000 frame_000089,video,train
train/tricep Pushdown/tricep_Pushdown_53.mp4,20.66,720x1280,629,tricep Pushdown,frame_000000 frame_000628,video,train
train/tricep Pushdown/tricep_Pushdown_54.mp4,21.84,720x1280,669,tricep Pushdown,frame_000000 frame_000668,video,train
train/tricep Pushdown/tricep_Pushdown_56.mp4,23.48,720x1280,725,tricep Pushdown,frame_000000 frame_000724,video,train
train/tricep Pushdown/tricep_Pushdown_58.mp4,20.12,720x1280,604,tricep Pushdown,frame_000000 frame_000603,video,train
train/tricep Pushdown/tricep_Pushdown_59.mp4,20.77,720x1280,633,tricep Pushdown,frame_000000 frame_000632,video,train
train/tricep Pushdown/tricep_Pushdown_61.webm,0.44,898x506,230,tricep Pushdown,frame_000000 frame_000229,video,train
train/tricep Pushdown/tricep_Pushdown_62.webm,0.47,900x474,331,tricep Pushdown,frame_000000 frame_000330,video,train
train/tricep Pushdown/tricep_Pushdown_63.webm,1.14,596x336,254,tricep Pushdown,frame_000000 frame_000253,video,train
train/tricep Pushdown/tricep_Pushdown_64.webm,0.24,898x506,179,tricep Pushdown,frame_000000 frame_000178,video,train
train/tricep Pushdown/tricep_Pushdown_65.webm,1.05,898x506,451,tricep Pushdown,frame_000000 frame_000450,video,train
train/tricep Pushdown/tricep_Pushdown_66.webm,1.23,600x316,337,tricep Pushdown,frame_000000 frame_000336,video,train
train/tricep dips/tricep dips_1.MOV,41.27,1920x1080,594,tricep dips,,video,train
train/tricep dips/tricep dips_12.mp4,1.68,1280x720,55,tricep dips,frame_000000 frame_000054,video,train
train/tricep dips/tricep dips_13.mp4,3.06,1280x720,110,tricep dips,frame_000000 frame_000109,video,train
train/tricep dips/tricep dips_15.mp4,5.39,1280x720,195,tricep dips,frame_000000 frame_000194,video,train
train/tricep dips/tricep dips_17.mp4,14.72,1280x720,669,tricep dips,frame_000000 frame_000668,video,train
train/tricep dips/tricep dips_18.mp4,13.97,1280x720,606,tricep dips,frame_000000 frame_000605,video,train
train/tricep dips/tricep dips_19.mp4,11.02,1280x720,501,tricep dips,frame_000000 frame_000500,video,train
train/tricep dips/tricep dips_2.MOV,55.39,1920x1080,799,tricep dips,frame_000000 frame_000770,video,train
train/tricep dips/tricep dips_20.mp4,6.68,1280x720,297,tricep dips,frame_000000 frame_000296,video,train
train/tricep dips/tricep dips_3.MOV,34.53,1920x1080,494,tricep dips,frame_000000 frame_000460,video,train
train/tricep dips/tricep dips_4.MOV,13.56,1920x1080,191,tricep dips,frame_000000 frame_000190,video,train
train/tricep dips/tricep dips_5.mp4,7.25,1280x720,348,tricep dips,frame_000000 frame_000347,video,train
train/tricep dips/tricep dips_8.mp4,3.27,1280x720,174,tricep dips,frame_000000 frame_000173,video,train
train/tricep dips/tricep_dips_23.mp4,14.85,720x1280,448,tricep dips,frame_000030 frame_000447,video,train
train/tricep dips/tricep_dips_24.mp4,28.43,720x1280,863,tricep dips,frame_000000 frame_000862,video,train
train/tricep dips/tricep_dips_25.mp4,20.58,720x1280,627,tricep dips,frame_000000 frame_000626,video,train
train/tricep dips/tricep_dips_31.webm,0.27,898x506,265,tricep dips,frame_000000 frame_000264,video,train
train/tricep dips/tricep_dips_34.webm,0.86,504x900,625,tricep dips,frame_000000 frame_000624,video,train
train/tricep dips/tricep_dips_37.webm,0.32,900x474,198,tricep dips,frame_000000 frame_000197,video,train
train/tricep dips/tricep_dips_38.webm,0.41,898x506,394,tricep dips,frame_000000 frame_000393,video,train
train/tricep dips/tricep_dips_39.mp4,18.67,854x480,8557,tricep dips,frame_000400 frame_001065; frame_001415 frame_001880; frame_002328 frame_002637; frame_002970 frame_003285; frame_004070 frame_004385; frame_005225 frame_005530; frame_006145 frame_006465; frame_007140 frame_007450; frame_007810 frame_008040,video,train
train/tricep dips/tricep_dips_40.mp4,3.01,854x480,875,tricep dips,frame_000071 frame_000800,video,train
train/tricep dips/tricep_dips_41.mp4,0.96,640x360,556,tricep dips,frame_000000 frame_000555,video,train
train/tricep dips/tricep_dips_42.mp4,0.38,480x854,143,tricep dips,frame_000000 frame_000142,video,train
train/tricep dips/tricep_dips_43.mp4,15.57,854x480,6288,tricep dips,frame_000563 frame_000749; frame_000750 frame_001035; frame_001036 frame_001229; frame_001230 frame_001438; frame_001439 frame_001564; frame_001565 frame_001759; frame_001760 frame_001967; frame_001968 frame_002186; frame_002187 frame_002396; frame_002709 frame_002875; frame_002876 frame_003103; frame_004341 frame_004458; frame_004459 frame_004628; frame_004629 frame_004850; frame_004851 frame_005269; frame_005270 frame_005408; frame_005409 frame_005547; frame_005548 frame_005739; frame_005740 frame_005910,video,train
train/tricep dips/tricep_dips_44.mp4,2.78,480x854,1077,tricep dips,frame_000551 frame_001076,video,train
train/tricep dips/tricep_dips_45.mp4,1.81,480x480,1065,tricep dips,frame_000000 frame_000016; frame_000122 frame_000817,video,train
val/barbell biceps curl/barbell biceps curl_1.mp4,0.46,1920x1080,114,barbell biceps curl,frame_000000 frame_000113,video,val
val/barbell biceps curl/barbell biceps curl_19.mp4,0.25,1920x1080,60,barbell biceps curl,frame_000000 frame_000059,video,val
val/barbell biceps curl/barbell biceps curl_32.mp4,0.27,1920x1080,65,barbell biceps curl,frame_000000 frame_000064,video,val
val/barbell biceps curl/barbell biceps curl_33.mp4,0.26,1920x1080,62,barbell biceps curl,frame_000000 frame_000061,video,val
val/barbell biceps curl/barbell biceps curl_40.mp4,4.09,1280x720,201,barbell biceps curl,frame_000000 frame_000200,video,val
val/barbell biceps curl/barbell biceps curl_43.mp4,1.96,1280x720,132,barbell biceps curl,frame_000000 frame_000131,video,val
val/barbell biceps curl/barbell biceps curl_47.mp4,2.31,1280x720,120,barbell biceps curl,frame_000000 frame_000119,video,val
val/barbell biceps curl/barbell biceps curl_5.mp4,0.35,1920x1080,82,barbell biceps curl,frame_000000 frame_000081,video,val
val/barbell biceps curl/barbell biceps curl_50.mp4,2.3,1280x720,150,barbell biceps curl,frame_000000 frame_000149,video,val
val/barbell biceps curl/barbell biceps curl_53.mp4,3.58,1280x720,176,barbell biceps curl,frame_000000 frame_000175,video,val
val/barbell biceps curl/barbell biceps curl_56.mp4,4.43,1280x720,213,barbell biceps curl,frame_000000 frame_000212,video,val
val/barbell biceps curl/barbell biceps curl_8.mp4,0.4,1920x1080,98,barbell biceps curl,frame_000000 frame_000097,video,val
val/barbell biceps curl/barbell_biceps_curl_68.mp4,20.96,720x1280,634,barbell biceps curl,frame_000000 frame_000633,video,val
val/barbell biceps curl/barbell_biceps_curl_76.webm,1.14,596x336,482,barbell biceps curl,frame_000000 frame_000481,video,val
val/barbell biceps curl/barbell_biceps_curl_77.mp4,1.96,854x480,328,barbell biceps curl,frame_000000 frame_000323,video,val
val/barbell biceps curl/barbell_biceps_curl_81.mp4,5.2,480x854,1148,barbell biceps curl,frame_000000 frame_000187; frame_000450 frame_001030,video,val
val/lateral raise/lateral raise_1.MOV,44.25,1920x1080,421,lateral raise,frame_000000 frame_000400,video,val
val/lateral raise/lateral raise_11.mp4,7.89,1280x720,278,lateral raise,frame_000000 frame_000277,video,val
val/lateral raise/lateral raise_13.mp4,2.95,1280x720,110,lateral raise,frame_000000 frame_000109,video,val
val/lateral raise/lateral raise_24.mp4,2.48,1280x720,175,lateral raise,frame_000000 frame_000174,video,val
val/lateral raise/lateral raise_29.mp4,5.34,1280x720,188,lateral raise,frame_000000 frame_000187,video,val
val/lateral raise/lateral raise_30.mp4,5.56,1280x720,216,lateral raise,frame_000000 frame_000215,video,val
val/lateral raise/lateral raise_6.MOV,49.81,1920x1080,550,lateral raise,frame_000000 frame_000538,video,val
val/lateral raise/lateral raise_7.mp4,1.59,1280x720,60,lateral raise,frame_000000 frame_000059,video,val
val/lateral raise/lateral_raise_40.mp4,20.35,720x1280,626,lateral raise,frame_000000 frame_000625,video,val
val/lateral raise/lateral_raise_43.mp4,20.84,720x1280,632,lateral raise,frame_000000 frame_000631,video,val
val/lateral raise/lateral_raise_49.webm,1.06,898x506,558,lateral raise,frame_000000 frame_000557,video,val
val/push-up/push-up_12.mp4,0.61,1920x1080,150,push-up,frame_000000 frame_000149,video,val
val/push-up/push-up_14.mp4,0.61,1920x1080,150,push-up,frame_000000 frame_000149,video,val
val/push-up/push-up_2.mp4,0.61,1920x1080,150,push-up,frame_000000 frame_000149,video,val
val/push-up/push-up_34.mp4,0.46,1920x1080,114,push-up,frame_000000 frame_000113,video,val
val/push-up/push-up_42.mp4,0.61,1920x1080,150,push-up,frame_000000 frame_000149,video,val
val/push-up/push-up_43.mp4,0.33,1920x1080,82,push-up,frame_000000 frame_000081,video,val
val/push-up/push-up_47.mp4,0.43,1920x1080,105,push-up,frame_000000 frame_000104,video,val
val/push-up/push-up_53.mp4,8.62,1280x720,663,push-up,frame_000000 frame_000662,video,val
val/push-up/push-up_57.webm,0.32,898x506,264,push-up,frame_000000 frame_000263,video,val
val/push-up/push-up_60.webm,0.38,900x474,386,push-up,frame_000000 frame_000385,video,val
val/push-up/push-up_61.webm,1.68,596x336,521,push-up,frame_000000 frame_000520,video,val
val/push-up/push-up_8.mp4,0.61,1920x1080,150,push-up,frame_000000 frame_000149,video,val
val/bench press/bench press_18.mp4,0.33,1920x1080,81,bench press,frame_000000 frame_000080,video,val
val/bench press/bench press_21.mp4,0.34,1920x1080,82,bench press,frame_000000 frame_000081,video,val
val/bench press/bench press_24.mp4,0.29,1920x1080,70,bench press,frame_000000 frame_000069,video,val
val/bench press/bench press_32.mp4,2.69,1280x720,115,bench press,frame_000000 frame_000114,video,val
val/bench press/bench press_42.mp4,3.39,1280x720,125,bench press,frame_000000 frame_000124,video,val
val/bench press/bench press_50.mp4,1.05,1280x720,50,bench press,frame_000000 frame_000049,video,val
val/bench press/bench press_59.mp4,3.33,1280x720,150,bench press,frame_000000 frame_000149,video,val
val/bench press/bench press_60.mp4,3.31,1280x720,141,bench press,frame_000000 frame_000140,video,val
val/bench press/bench press_7.mp4,0.34,1920x1080,83,bench press,frame_000000 frame_000083,video,val
val/bench press/bench press_9.mp4,0.2,1920x1080,47,bench press,frame_000000 frame_000046,video,val
val/bench press/bench_press_63.mp4,29.75,720x1280,909,bench press,frame_000000 frame_000908,video,val
val/bench press/bench_press_64.mp4,19.91,720x1280,608,bench press,frame_000000 frame_000607,video,val
val/bench press/bench_press_71.webm,0.62,898x506,378,bench press,frame_000000 frame_000377,video,val
val/bench press/bench_press_77.webm,0.51,898x506,334,bench press,frame_000000 frame_000333,video,val
val/bench press/bench_press_78.webm,0.33,898x506,205,bench press,frame_000000 frame_000204,video,val
val/bench press/bench_press_79.webm,0.05,898x506,144,bench press,frame_000000 frame_000143,video,val
val/chest fly machine/chest fly machine_1.mp4,0.61,1920x1080,150,chest fly machine,frame_000000 frame_000149,video,val
val/chest fly machine/chest fly machine_18.mp4,0.54,1920x1080,132,chest fly machine,frame_000000 frame_000131,video,val
val/chest fly machine/chest fly machine_19.mp4,1.26,1920x1080,312,chest fly machine,frame_000000 frame_000311,video,val
val/chest fly machine/chest fly machine_20.mp4,0.82,1920x1080,204,chest fly machine,frame_000000 frame_000203,video,val
val/chest fly machine/chest fly machine_28.mp4,0.95,988x556,78,chest fly machine,frame_000000 frame_000077,video,val
val/chest fly machine/chest fly machine_5.mp4,0.4,1920x1080,97,chest fly machine,frame_000000 frame_000096,video,val
val/chest fly machine/chest_fly_machine_32.mp4,20.65,720x1280,630,chest fly machine,frame_000000 frame_000629,video,val
val/chest fly machine/chest_fly_machine_34.mp4,21.74,720x1280,662,chest fly machine,frame_000000 frame_000661,video,val
val/chest fly machine/chest_fly_machine_35.mp4,21.46,720x1280,660,chest fly machine,frame_000000 frame_000659,video,val
val/chest fly machine/chest_fly_machine_36.mp4,20.24,720x1280,615,chest fly machine,frame_000000 frame_000614,video,val
val/deadlift/deadlift_1.mp4,0.61,1920x1080,150,deadlift,frame_000000 frame_000149,video,val
val/deadlift/deadlift_12.mp4,0.39,1920x1080,94,deadlift,frame_000000 frame_000093,video,val
val/deadlift/deadlift_40.mp4,21.14,720x1280,632,deadlift,frame_000000 frame_000631,video,val
val/deadlift/deadlift_41.webm,0.8,898x506,310,deadlift,frame_000000 frame_000309,video,val
val/deadlift/deadlift_42.webm,0.57,898x506,469,deadlift,frame_000200 frame_000468,video,val
val/deadlift/deadlift_44.webm,1.19,898x506,383,deadlift,frame_000000 frame_000382,video,val
val/deadlift/deadlift_46.webm,0.29,900x474,483,deadlift,frame_000000 frame_000482,video,val
val/deadlift/deadlift_49.webm,0.68,898x506,430,deadlift,frame_000000 frame_000429,video,val
val/deadlift/deadlift_5.mp4,0.6,1920x1080,150,deadlift,frame_000000 frame_000149,video,val
val/deadlift/deadlift_7.mp4,0.61,1920x1080,150,deadlift,frame_000000 frame_000149,video,val
val/decline bench press/dbp_11.mp4,7.06,1280x720,327,decline bench press,frame_000000 frame_000326,video,val
val/decline bench press/dbp_2.MOV,51.28,1920x1080,421,decline bench press,frame_000000 frame_000420,video,val
val/decline bench press/dbp_3.MOV,24.59,1920x1080,201,decline bench press,frame_000000 frame_000003; frame_000018 frame_000200,video,val
val/decline bench press/dbp_6.MOV,79.25,1920x1080,758,decline bench press,frame_000000 frame_000757,video,val
val/decline bench press/decline_bench_press_14.mp4,7.2,1280x720,1373,decline bench press,frame_000530 frame_000694; frame_000695 frame_001030; frame_001031 frame_001305,video,val
val/decline bench press/decline_bench_press_27.mp4,4.27,640x360,1805,decline bench press,frame_000821 frame_001430,video,val
val/decline bench press/decline_bench_press_31.mp4,0.46,568x320,227,decline bench press,frame_000000 frame_000226,video,val
val/hammer curl/hammer curl_10.mp4,2.14,1280x720,84,hammer curl,frame_000000 frame_000083,video,val
val/hammer curl/hammer curl_12.mp4,2.19,1280x720,93,hammer curl,frame_000000 frame_000092,video,val
val/hammer curl/hammer curl_4.MOV,46.2,1920x1080,439,hammer curl,frame_000036 frame_000438,video,val
val/hammer curl/hammer curl_6.MOV,38.02,1920x1080,366,hammer curl,frame_000000 frame_000365,video,val
val/hammer curl/hammer_curl_21.mp4,26.01,720x1280,796,hammer curl,frame_000000 frame_000795,video,val
val/hammer curl/hammer_curl_34.webm,0.82,898x506,753,hammer curl,frame_000000 frame_000752,video,val
val/hammer curl/hammer_curl_35.mp4,27.11,640x360,14347,hammer curl,frame_001785 frame_006650; frame_007951 frame_012790,video,val
val/hammer curl/hammer_curl_38.mp4,1.13,480x854,244,hammer curl,frame_000000 frame_000243,video,val
val/hammer curl/hammer_curl_42.mp4,4.11,480x854,1214,hammer curl,frame_000101 frame_001000,video,val
val/hammer curl/hammer_curl_44.mp4,0.45,202x360,375,hammer curl,frame_000000 frame_000374,video,val
val/hip thrust/Barbell_Hip_Thrust_Tutorial__gluteworkout_AdobeExpress.mp4,1.59,1080x608,120,hip thrust,frame_000000 frame_000119,video,val
val/hip thrust/hip thrust_10.mp4,8.49,1280x720,381,hip thrust,frame_000000 frame_000380,video,val
val/hip thrust/hip thrust_2.MOV,41.93,1920x1440,514,hip thrust,frame_000000 frame_000486,video,val
val/hip thrust/hip thrust_6.mp4,3.27,1280x720,113,hip thrust,frame_000002 frame_000112,video,val
val/hip thrust/hip_thrust_20.webm,0.92,504x900,764,hip thrust,frame_000000 frame_000763,video,val
val/hip thrust/hip_thrust_25.mp4,6.51,480x854,1622,hip thrust,frame_000362 frame_000573; frame_000709 frame_001259,video,val
val/hip thrust/hip_thrust_28.mp4,10.86,480x854,2268,hip thrust,frame_000211 frame_002220,video,val
val/incline bench press/incline bench press_21.mp4,0.39,1920x1080,94,incline bench press,frame_000000 frame_000093,video,val
val/incline bench press/incline bench press_29.mp4,3.35,1280x720,137,incline bench press,frame_000000 frame_000136,video,val
val/incline bench press/incline bench press_4.mp4,0.22,1920x1080,53,incline bench press,frame_000000 frame_000052,video,val
val/incline bench press/incline bench press_5.mp4,0.17,1920x1080,40,incline bench press,frame_000000 frame_000039,video,val
val/incline bench press/incline bench press_6.mp4,0.45,1920x1080,111,incline bench press,frame_000000 frame_000110,video,val
val/incline bench press/incline bench press_8.mp4,0.22,1920x1080,45,incline bench press,frame_000000 frame_000044,video,val
val/incline bench press/incline bench press_9.mp4,0.29,1920x1080,71,incline bench press,frame_000000 frame_000070,video,val
val/incline bench press/incline_bench_press_35.mp4,25.86,720x1280,784,incline bench press,frame_000000 frame_000783,video,val
val/incline bench press/incline_bench_press_38.mp4,21.31,720x1280,651,incline bench press,frame_000000 frame_000650,video,val
val/incline bench press/incline_bench_press_45.webm,0.35,898x506,310,incline bench press,frame_000000 frame_000200,video,val
val/lat pulldown/lat pulldown_10.mp4,0.54,1920x1080,131,lat pulldown,frame_000000 frame_000130,video,val
val/lat pulldown/lat pulldown_18.mp4,0.29,1920x1080,70,lat pulldown,frame_000000 frame_000069,video,val
val/lat pulldown/lat pulldown_19.mp4,0.31,1920x1080,72,lat pulldown,frame_000000 frame_000071,video,val
val/lat pulldown/lat pulldown_2.mp4,0.3,1920x1080,74,lat pulldown,frame_000000 frame_000073,video,val
val/lat pulldown/lat pulldown_25.mp4,0.4,1920x1080,98,lat pulldown,frame_000000 frame_000097,video,val
val/lat pulldown/lat pulldown_29.mp4,2.72,1280x720,126,lat pulldown,frame_000000 frame_000125,video,val
val/lat pulldown/lat pulldown_50.mp4,2.67,1280x720,116,lat pulldown,frame_000000 frame_000115,video,val
val/lat pulldown/lat pulldown_6.mp4,0.41,1920x1080,101,lat pulldown,frame_000000 frame_000100,video,val
val/lat pulldown/lat pulldown_7.mp4,0.61,1920x1080,150,lat pulldown,frame_000000 frame_000149,video,val
val/lat pulldown/lat_pulldown_53.mp4,34.31,720x1280,1042,lat pulldown,frame_000000 frame_001041,video,val
val/lat pulldown/lat_pulldown_59.mp4,21.21,720x1280,644,lat pulldown,frame_000000 frame_000643,video,val
val/lat pulldown/lat_pulldown_65.webm,1.82,596x336,403,lat pulldown,frame_000000 frame_000402,video,val
val/lat pulldown/lat_pulldown_66.webm,0.57,898x506,325,lat pulldown,frame_000000 frame_000324,video,val
val/leg extension/leg extension_11.mp4,3.11,1280x720,116,leg extension,frame_000000 frame_000115,video,val
val/leg extension/leg extension_14.mp4,2.46,1280x720,98,leg extension,frame_000000 frame_000097,video,val
val/leg extension/leg extension_16.mp4,2.81,1280x720,337,leg extension,frame_000000 frame_000336,video,val
val/leg extension/leg extension_19.mp4,2.19,1280x720,96,leg extension,frame_000000 frame_000095,video,val
val/leg extension/leg extension_3.MOV,25.58,1920x1080,365,leg extension,frame_000000 frame_000364,video,val
val/leg extension/leg extension_6.MOV,26.07,1920x1080,373,leg extension,frame_000000 frame_000372,video,val
val/leg extension/leg extension_9.mp4,1.53,1280x720,55,leg extension,frame_000000 frame_000054,video,val
val/leg extension/leg_extension_27.mp4,30.34,720x1280,929,leg extension,frame_000000 frame_000928,video,val
val/leg extension/leg_extension_31.mp4,20.68,720x1280,630,leg extension,frame_000000 frame_000629,video,val
val/leg raises/leg raises_13.mp4,3.55,1280x720,181,leg raises,frame_000000 frame_000180,video,val
val/leg raises/leg raises_3.MOV,25.21,1920x1080,361,leg raises,frame_000000 frame_000360,video,val
val/leg raises/leg raises_5.MOV,33.09,1920x1080,474,leg raises,frame_000000 frame_000473,video,val
val/leg raises/leg_raises_22.mp4,30.54,720x1280,916,leg raises,frame_000000 frame_000915,video,val
val/leg raises/leg_raises_27.mp4,19.0,720x1280,577,leg raises,frame_000000 frame_000576,video,val
val/leg raises/leg_raises_31.webm,0.92,504x900,516,leg raises,frame_000000 frame_000515,video,val
val/leg raises/leg_raises_32.webm,3.26,596x336,1801,leg raises,frame_000300 frame_000865; frame_000866 frame_001442; frame_001443 frame_001799,video,val
val/plank/plank_3.mp4,0.9,1280x720,77,plank,frame_000000 frame_000076,video,val
val/pull Up/pull up_10.mp4,1.99,1280x720,243,pull Up,frame_000000 frame_000242,video,val
val/pull Up/pull up_13.mp4,3.08,1280x720,402,pull Up,frame_000000 frame_000401,video,val
val/pull Up/pull up_15.mp4,4.75,1280x720,165,pull Up,frame_000000 frame_000201,video,val
val/pull Up/pull up_19.mp4,1.43,1280x720,46,pull Up,frame_000000 frame_000045,video,val
val/pull Up/pull up_25.mp4,1.95,1280x720,81,pull Up,frame_000000 frame_000080,video,val
val/pull Up/pull_Up_28.webm,1.2,596x336,398,pull Up,frame_000000 frame_000352,video,val
val/pull Up/pull_up_1.mp4,16.45,720x1280,487,pull Up,frame_000000 frame_000486,video,val
val/pull Up/pull_up_4.mp4,14.96,720x1280,450,pull Up,frame_000000 frame_000449,video,val
val/pull Up/pull_up_8.mp4,14.66,720x1280,439,pull Up,frame_000000 frame_000438,video,val
val/romanian deadlift/romanian deadlift_12.mp4,6.06,1280x720,225,romanian deadlift,frame_000000 frame_000224,video,val
val/romanian deadlift/romanian deadlift_5.mp4,6.2,1280x720,242,romanian deadlift,frame_000000 frame_000241,video,val
val/romanian deadlift/romanian_deadlift_20.mp4,23.65,720x1280,720,romanian deadlift,frame_000000 frame_000719,video,val
val/romanian deadlift/romanian_deadlift_21.mp4,20.54,720x1280,623,romanian deadlift,frame_000000 frame_000622,video,val
val/romanian deadlift/romanian_deadlift_22.mp4,21.98,720x1280,672,romanian deadlift,frame_000000 frame_000671,video,val
val/romanian deadlift/romanian_deadlift_27.webm,1.0,898x506,475,romanian deadlift,frame_000000 frame_000474,video,val
val/russian twist/russian twist_1.MOV,73.15,1920x1080,1054,russian twist,frame_000000 frame_001053,video,val
val/russian twist/russian twist_7.mp4,3.71,1280x720,247,russian twist,frame_000000 frame_000246,video,val
val/russian twist/russian_twist_16.webm,2.08,596x336,581,russian twist,frame_000000 frame_000580,video,val
val/russian twist/russian_twist_17.webm,1.34,596x336,369,russian twist,frame_000000 frame_000368,video,val
val/russian twist/russian_twist_21.mp4,0.46,640x360,247,russian twist,frame_000000 frame_000246,video,val
val/russian twist/russian_twist_29.mp4,1.03,608x1080,341,russian twist,frame_000000 frame_000340,video,val
val/russian twist/russian_twist_32.mp4,1.22,854x480,514,russian twist,frame_000000 frame_000513,video,val
val/shoulder press/shoulder press_17.mp4,7.37,1280x720,249,shoulder press,frame_000000 frame_000248,video,val
val/shoulder press/shoulder press_3.MOV,43.81,1920x1080,396,shoulder press,frame_000000 frame_000149,video,val
val/shoulder press/shoulder press_4.MOV,51.39,1920x1080,420,shoulder press,frame_000000 frame_000149,video,val
